SampleID	Tissue	Genotype	n.gene	pcft.q25	pcft.q50	pcft.q75	pref.q25	pref.q50	pref.q75
bm451	Seedling	Q381xB73	13842	0	0.014598540145985401	0.02857142857142857	0.38461538461538464	0.45454545454545453	0.5082593714106713
bm452	Leaf	Q381xB73	12805	0	0.009689922480620155	0.02127659574468085	0.375	0.4623376623376623	0.533816425120773
bm453	Root	Q381xB73	15610	0	0.011089641345179178	0.022900763358778626	0.3870967741935484	0.46153846153846156	0.5217391304347826
bm454	Endosperm	Q381xB73	7671	0	0	0.011494252873563218	0.44	0.6127167630057804	0.7460681186620692
bm455	Endosperm	Q381xB73	10457	0	0.012658227848101266	0.027624309392265192	0.5035714285714286	0.6082711085582998	0.6797274275979557
bm456	Endosperm	Q381xMo17	11438	0	0.010494099076776241	0.023809523809523808	0.5657153836590301	0.6515457730089904	0.7248471069457131
bm458	Endosperm	W64AxB73	3736	0	0	0.015549081671740489	0.49021644507755613	0.6070259917632478	0.7
bm459	Root	W64AxB73	5462	0	0	0	0	0	0.31244013409961685
bm460	Seedling	W64AxB73	5119	0	0	0	0	0	0.32608695652173914
bm461	Root	W64AxMo17	6560	0	0	0.008424421391134954	0	0.35837234312339494	0.5348403332176327
bm462	Seedling	W64AxMo17	6418	0	0	0.00922296665362967	0	0.3723479278576358	0.5344317494913031
bm463	Endosperm	W64AxMo17	4620	0	0	0.010416666666666666	0.5510204081632653	0.6539896948487157	0.7361111111111112
bm464	Leaf	W64AxMo17	5362	0	0	0.006570871737445086	0	0.3333333333333333	0.5299063005699671
bm465	Leaf	W64AxMo17	5395	0	0	0.005758178603006189	0	0.3333333333333333	0.5343152647485968
bm466	Leaf	W64AxMo17xB73	5368	0	0	0	0.001307125307125307	0.8052168021680217	1
bm467	Endosperm	W64AxPH207	5432	0	0	0.007547169811320755	0.5512820512820513	0.6527777777777778	0.7379711281365693
